RoundId,GolferId,OneTimeCourseYN,ConfigId,TeeColourId,DateOfRound,DailyRoundNumber,EntryMode,PuttsEnteredYN,StatsEnteredYN,HolesPlayed,RoundRating,RoundSlope,CourseNameLong,CourseNameShort,ConfigNameLong,ConfigNameShort,TeeColour,GrossScore,GrossAdjustedScore,NetScore,CoursePar,Differential,RoundOldIndex,RoundCourseHandicap,RoundNewIndex,TournamentRoundYN,HandicapRoundYN,Comment,FeesPaid,WagersWonLost,CourseFamiliarYN
3300,25,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,68,68,61,66,5.19999980926514,7.69999980926514,7,6.59999990463257,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3301,25,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,70,70,63,66,7.5,8.39999961853027,7,6.40000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3302,25,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,72,72,65,66,9.69999980926514,8.39999961853027,7,6.80000019073486,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3303,25,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,70,70,64,66,7.5,6.59999990463257,6,6.40000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3304,25,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,68,68,62,66,5.19999980926514,6.80000019073486,6,6,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3305,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,80,80,75,66,18.7999992370605,5.19999980926514,5,5.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3306,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,78,78,63,66,16.5,16.7000007629395,15,4.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3307,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,78,78,73,66,16.5,5.69999980926514,5,4.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3308,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,76,76,72,66,14.1999998092651,4.69999980926514,4,4.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3309,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,76,76,71,66,14.1999998092651,5.69999980926514,5,4.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3310,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,78,78,73,66,16.5,5.69999980926514,5,4.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3311,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,80,80,76,66,18.7999992370605,4.69999980926514,4,5.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3312,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,78,78,74,66,16.5,4.69999980926514,4,5.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3313,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,78,78,74,66,16.5,4.69999980926514,4,5.59999990463257,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3314,110,FALSE,35,3,8/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert Black One,Robert,XXXXXX,XXXXXX,Blue,76,76,72,66,14.1999998092651,4.69999980926514,4,8,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3315,10,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,74,74,70,66,12,4.5,4,8.39999961853027,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3316,170,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,68,68,62,66,5.19999980926514,7,6,3.40000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3317,14,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,82,82,77,66,21,6.19999980926514,5,8.60000038146973,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3318,25,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,82,82,76,66,21,6.59999990463257,6,6.90000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3319,110,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,68,68,63,66,5.19999980926514,5.69999980926514,5,7.09999990463257,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3320,22,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,76,66,25.5,11.1999998092651,10,12.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3321,134,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,68,66,16.5,10.8999996185303,10,12.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3322,13,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,94,94,77,66,34.5999984741211,18.7999992370605,17,19.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3323,150,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,82,82,70,66,21,14.1000003814697,12,18.2000007629395,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3324,143,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,96,96,82,66,36.7999992370605,15.8000001907349,14,17.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3325,127,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,80,80,65,66,18.7999992370605,16.5,15,20.2000007629395,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3327,144,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,66,66,14.1999998092651,11.6000003814697,10,15.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3328,116,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,70,66,16.5,8.89999961853027,8,11.1999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3329,24,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,60,66,9.69999980926514,13.1999998092651,12,15.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3330,28,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,61,66,16.5,19.3999996185303,17,18.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3331,12,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,65,66,14.1999998092651,12.8999996185303,11,15.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3332,101,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,84,84,78,66,23.2999992370605,7.09999990463257,6,9.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3333,63,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,84,84,70,66,23.2999992370605,16,14,16.2000007629395,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3334,122,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,92,92,70,66,32.2999992370605,24.8999996185303,22,24.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3335,33,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,66,66,14.1999998092651,11.3000001907349,10,14.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3336,132,FALSE,28,2,8/17/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,68,66,16.5,11.1000003814697,10,13.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3337,132,FALSE,28,2,8/20/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,60,66,9.69999980926514,13.6999998092651,12,13.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3338,132,FALSE,28,2,8/20/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,70,70,58,66,7.5,13.6999998092651,12,12.8999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3339,12,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,82,82,68,66,21,15.8999996185303,14,16.2999992370605,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3340,16,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,67,66,14.1999998092651,10.3999996185303,9,12.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3341,116,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,84,84,74,66,23.2999992370605,11.1999998092651,10,12,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3342,28,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,70,66,25.5,18.6000003814697,16,18.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3343,25,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,66,66,9.69999980926514,6.90000009536743,6,6.90000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3344,111,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,72,66,14.1999998092651,4.69999980926514,4,4.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3345,14,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,64,66,9.69999980926514,8.60000038146973,8,8,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3346,139,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,60,60,61,66,-3.79999995231628,-1.5,-1,-2,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3347,125,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,90,90,76,66,30.1000003814697,15.3999996185303,14,15.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3348,63,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,80,80,66,66,18.7999992370605,16.2000007629395,14,16.2000007629395,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3349,127,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,80,80,62,66,18.7999992370605,20.2000007629395,18,20.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3351,10,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,69,66,14.1999998092651,8.39999961853027,7,9.10000038146973,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3352,150,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,62,66,16.5,18.2000007629395,16,17.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3353,132,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,67,66,16.5,12.8999996185303,11,13.1999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3355,13,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,92,92,75,66,32.2999992370605,19.6000003814697,17,20,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3356,22,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,84,84,73,66,23.2999992370605,12.3999996185303,11,12.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3357,24,FALSE,28,2,8/27/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,82,82,68,66,21,15.6000003814697,14,15.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3359,143,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,90,90,74,66,30.1000003814697,17.8999996185303,16,18.7000007629395,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3360,63,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,90,90,76,66,30.1000003814697,16.2000007629395,14,16.7999992370605,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3361,144,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,64,66,16.5,15.6999998092651,14,15.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3362,125,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,72,66,25.5,15.3999996185303,14,15.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3363,22,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,75,66,25.5,12.3999996185303,11,12.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3365,127,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,88,88,70,66,27.7999992370605,20.5,18,21.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3367,170,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,69,66,9.69999980926514,3.40000009536743,3,4.90000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3368,10,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,74,74,66,66,12,9.10000038146973,8,9.89999961853027,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3369,14,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,65,66,9.69999980926514,8,7,7.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3370,111,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,74,66,16.5,4.69999980926514,4,5.59999990463257,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3371,25,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,70,70,64,66,7.5,6.90000009536743,6,6.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3372,116,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,75,66,25.5,12,11,12,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3373,24,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,74,74,60,66,12,15.6000003814697,14,15.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3375,132,FALSE,28,2,8/28/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,66,66,16.5,13.1999998092651,12,13.1999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3376,10,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,74,74,65,66,12,9.89999961853027,9,10.3999996185303,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3377,170,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,66,66,62,66,2.90000009536743,4.90000009536743,4,3.20000004768372,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3378,14,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,74,74,67,66,12,7.69999980926514,7,8.39999961853027,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3379,139,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,64,64,66,66,0.699999988079071,-2,-2,-1.79999995231628,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3381,134,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,67,66,16.5,12.5,11,13.3000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3382,127,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,84,84,65,66,23.2999992370605,21.3999996185303,19,21.7999992370605,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3384,143,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,94,94,77,66,34.5999984741211,18.7000007629395,17,19.7999992370605,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3385,22,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,67,66,16.5,12.6000003814697,11,12.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3386,144,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,84,84,70,66,23.2999992370605,15.3000001907349,14,15.5,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3387,16,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,90,90,79,66,30.1000003814697,12.8000001907349,11,12.8000001907349,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3388,116,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,68,68,57,66,5.19999980926514,12,11,11.6999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3389,12,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,72,66,25.5,16.2999992370605,14,17.2999992370605,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3390,63,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,88,88,73,66,27.7999992370605,16.7999992370605,15,17.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3391,125,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,86,86,72,66,25.5,15.3999996185303,14,15.6000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3393,132,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,68,68,56,66,5.19999980926514,13.1999998092651,12,12.1999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3394,24,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,76,76,62,66,14.1999998092651,15.3000001907349,14,15.1000003814697,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3396,25,FALSE,28,2,9/3/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,70,70,64,66,7.5,6.5,6,6.30000019073486,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3397,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,68,68,50,66,5.19999980926514,18,18,4.90000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3398,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,68,68,64,66,5.19999980926514,4.90000009536743,4,4.90000009536743,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3399,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,66,66,62,66,2.90000009536743,4.90000009536743,4,2.70000004768372,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3400,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,62,62,60,66,-1.60000002384186,2.70000004768372,2,-1.60000002384186,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3401,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,70,70,71,66,7.5,-1.60000002384186,-1,-1.60000002384186,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3402,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,72,72,73,66,9.69999980926514,-1.60000002384186,-1,-1.60000002384186,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3403,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,74,74,75,66,12,-1.60000002384186,-1,0.600000023841858,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3404,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,66,66,65,66,2.90000009536743,0.600000023841858,1,0.600000023841858,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3405,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,66,66,65,66,2.90000009536743,0.600000023841858,1,1.29999995231628,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3406,178,FALSE,28,2,9/16/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,64,64,63,66,0.699999988079071,1.29999995231628,1,0.600000023841858,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3407,111,FALSE,28,2,9/24/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,71,71,66,66,8.60000038146973,5.59999990463257,5,5.80000019073486,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3408,14,FALSE,28,2,9/24/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,78,78,71,66,16.5,8.39999961853027,7,8.39999961853027,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3409,25,FALSE,28,2,9/24/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,75,75,69,66,13.1000003814697,6.30000019073486,6,6.69999980926514,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3410,10,FALSE,28,2,9/24/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,79,79,70,66,17.6000003814697,10.3999996185303,9,11.1999998092651,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
3411,143,FALSE,28,2,9/24/2013,0,S,FALSE,FALSE,18,63.4000015258789,100,Robert A. Black,Black,XXXXXX,XXXXXX,Black,87,87,69,66,26.7000007629395,19.7999992370605,18,20.2999992370605,FALSE,TRUE,xxxxx,0.00,0.00,TRUE
